Pathway_ID	Pathway_Name	Class	Gene	Drug	Related_Pathway
hsa04120	Ubiquitin mediated proteolysis - Homo sapiens (human)	Genetic Information Processing; Folding, sorting and degradation	UBB; UBC; UBA52; RPS27A; UBA1; SAE1; UBA2; UBA3; UBA7; UBA6; UBE2A; UBE2B; UBE2C; UBE2D4; UBE2D1; UBE2D2; UBE2D3; UBE2E3; UBE2E1; UBE2E2; UBE2F; UBE2G1; UBE2G2; UBE2H; UBE2I; UBE2J1; UBE2J2; UBE2K; UBE2L3; UBE2L6; UBE2M; UBE2NL; UBE2N; UBE2O; UBE2Q1; UBE2Q2; UBE2QL1; UBE2R2; CDC34; UBE2S; UBE2U; UBE2W; UBE2Z; BIRC6; UBE3A; UBE3B; UBE3C; SMURF1; SMURF2; ITCH; WWP1; WWP2; TRIP12; NEDD4; NEDD4L; HUWE1; UBR5; HERC1; HERC2; HERC3; HERC4; UBE4A; UBE4B; STUB1; PPIL2; PRPF19; UBOX5; MDM2; CBL; CBLB; CBLC; PRKN; SIAH1; PML; TRAF6; MAP3K1; COP1; RCHY1; BIRC2; BIRC3; XIAP; BIRC7; PIAS1; PIAS2; PIAS3; PIAS4; SYVN1; NHLRC1; AIRE; MGRN1; BRCA1; FANCL; MID1; TRIM32; TRIM37; RBX1; CUL1; SKP1; BTRC; FBXW11; SKP2; FBXW7; FBXO2; FBXO4; CUL2; ELOC; ELOB; VHL; CUL3; KEAP1; KLHL9; KLHL13; RHOBTB2; RHOBTB1; CUL4B; CUL4A; DDB1; DDB2; ERCC8; DET1; RNF7; CUL5; SOCS1; SOCS3; CUL7; FBXW8; ANAPC11; ANAPC2; CDC20; FZR1; ANAPC1; CDC27; ANAPC4; ANAPC5; CDC16; ANAPC7; CDC23; ANAPC10; CDC26; ANAPC13; ANAPC15; ANAPC16	D11219; Idasanutlin (USAN/INN); D12268; Subasumstat (USAN/INN); D12378; Navtemadlin (USAN/INN); D12417; Siremadlin (USAN/INN); D12418; Siremadlin succinate (USAN); D12621; Milademetan (USAN/INN); D12622; Milademetan tosylate (USAN); D12842; Brigimadlin (JAN/INN)	Proteasome
hsa04122	Sulfur relay system - Homo sapiens (human)	Genetic Information Processing; Folding, sorting and degradation	NFS1; MPST; TST; URM1; MOCS3; CTU1; CTU2; MOCS2	NA	Cysteine and methionine metabolism; Thiamine metabolism; Folate biosynthesis; Ubiquitin mediated proteolysis
hsa03050	Proteasome - Homo sapiens (human)	Genetic Information Processing; Folding, sorting and degradation	PSMD3; PSMD9; PSMD12; PSMD11; PSMD6; PSMD7; PSMD13; PSMD14; PSMD8; SEM1; PSMD4; PSMD2; PSMD1; ADRM1; PSMC2; PSMC1; PSMC5; PSMC6; PSMC3; PSMC4; PSME1; PSME2; PSME3; PSME4; PSMA6; PSMA2; PSMA4; PSMA7; PSMA8; PSMA5; PSMA1; PSMA3; PSMB6; PSMB7; PSMB3; PSMB2; PSMB5; PSMB1; PSMB4; PSMB9; PSMB10; PSMB8; PSMB11; IFNG; PSMF1; POMP	D03150; Bortezomib (JAN/USAN/INN); D08880; Carfilzomib (JAN/USAN/INN); D09640; Marizomib (USAN/INN); D10110; Delanzomib (USAN); D10130; Ixazomib (USAN); D10131; Ixazomib citrate (JAN/USAN); D12311; Bortezomib hydrate (JAN); D12512; Zetomipzomib (USAN/INN); D12513; Zetomipzomib maleate (USAN)	Ubiquitin mediated proteolysis
hsa03018	RNA degradation - Homo sapiens (human)	Genetic Information Processing; Folding, sorting and degradation	DCPS; EXOSC1; EXOSC2; EXOSC3; EXOSC8; EXOSC6; EXOSC7; EXOSC4; EXOSC5; EXOSC9; DIS3; EXOSC10; C1D; MPHOSPH6; DIS3L; TENT4A; TENT4B; ZCCHC7; MTREX; SKIC2; SKIC3; SKIC8; CNOT6; CNOT6L; CNOT1; CNOT2; CNOT3; CNOT4; CNOT7; CNOT8; CNOT9; CNOT10; DHX36; PARN; PNLDC1; TOB1; TOB2; BTG3; BTG4; BTG1; BTG2; PABPC1; PABPC5; PABPC3; PABPC1L2B; PABPC1L; PABPC1L2A; PABPC4; PABPC4L; PAN2; PAN3; DCP1A; DCP1B; DCP2; DDX6; EDC3; EDC4; PATL1; XRN1; XRN2; NUDT16; LSM1; LSM2; LSM3; LSM4; LSM5; LSM6; LSM7; LSM8; ENO3; ENO2; ENO1; PNPT1; PFKM; PFKP; PFKL; HSPA9; HSPD1	NA	mRNA surveillance pathway
hsa03030	DNA replication - Homo sapiens (human)	Genetic Information Processing; Replication and repair	SSBP1; RNASEH1; RPA1; PCNA; DNA2; FEN1; LIG1; POLA1; POLA2; PRIM1; PRIM2; POLD1; POLD2; POLD3; POLD4; POLE; POLE2; POLE3; POLE4; MCM2; MCM3; MCM4; MCM5; MCM6; MCM7; RPA2; RPA4; RPA3; RFC1; RFC4; RFC2; RFC5; RFC3; RNASEH2A; RNASEH2B; RNASEH2C	D03546; Clofarabine (JAN/USAN/INN)	NA
hsa03410	Base excision repair - Homo sapiens (human)	Genetic Information Processing; Replication and repair	OGG1; NTHL1; NEIL1; NEIL2; NEIL3; UNG; SMUG1; MUTYH; MPG; MBD4; TDG; APEX1; PNKP; TDP1; POLB; POLL; HMGB1; PARP1; PARP2; PARP3; PARP4; PARG; ADPRS; APTX; XRCC1; POLG; POLG2; LIG3; POLD1; POLD2; POLD3; POLD4; POLE; POLE2; POLE3; POLE4; PCNA; RFC1; RFC4; RFC2; RFC5; RFC3; FEN1; LIG1	D09730; Olaparib (JAN/USAN/INN); D10079; Rucaparib (USAN/INN); D10157; Rucaparib phosphate (USAN); D10732; Talazoparib (USAN/INN); D10733; Talazoparib tosylate (USAN); D10982; Rucaparib camsylate (USAN); D11426; Pamiparib (USAN/INN)	NA
hsa03420	Nucleotide excision repair - Homo sapiens (human)	Genetic Information Processing; Replication and repair	RBX1; CUL4B; CUL4A; DDB1; DDB2; XPC; RAD23B; RAD23A; CETN2; ERCC8; ERCC6; UVSSA; POLR2A; POLR2B; POLR2C; POLR2D; POLR2E; POLR2F; POLR2G; POLR2H; POLR2I; POLR2L; POLR2K; POLR2J; POLR2J3; POLR2J2; POLR2M; CDK7; MNAT1; CCNH; ERCC3; ERCC2; GTF2H5; GTF2H1; GTF2H2; GTF2H2C_2; GTF2H2C; GTF2H3; GTF2H4; ERCC5; BIVM-ERCC5; XPA; RPA1; RPA2; RPA3; RPA4; ERCC4; ERCC1; POLD1; POLD2; POLD3; POLD4; POLE; POLE2; POLE3; POLE4; PCNA; RFC1; RFC4; RFC2; RFC5; RFC3; LIG1	NA	RNA polymerase; Ubiquitin mediated proteolysis
hsa03430	Mismatch repair - Homo sapiens (human)	Genetic Information Processing; Replication and repair	SSBP1; PMS2; MLH1; MSH6; MSH2; MSH3; MLH3; RFC1; RFC4; RFC2; RFC5; RFC3; PCNA; EXO1; RPA1; RPA2; RPA3; RPA4; POLD1; POLD2; POLD3; POLD4; LIG1	NA	Colorectal cancer
hsa03440	Homologous recombination - Homo sapiens (human)	Genetic Information Processing; Replication and repair	SSBP1; RAD50; MRE11; NBN; ATM; BRCA1; BARD1; RBBP8; BRIP1; TOPBP1; ABRAXAS1; UIMC1; BABAM1; BABAM2; BRCC3; PALB2; BRCA2; SEM1; SYCP3; RPA1; RPA2; RPA3; RPA4; RAD51; RAD52; RAD51B; RAD51C; RAD51D; XRCC2; XRCC3; RAD54L; RAD54B; POLD1; POLD2; POLD3; POLD4; BLM; TOP3A; TOP3B; MUS81; EME1	D12558; Emzadirib (USAN)	NA
hsa03450	Non-homologous end-joining - Homo sapiens (human)	Genetic Information Processing; Replication and repair	XRCC6; XRCC5; DCLRE1C; PRKDC; POLL; POLM; DNTT; LIG4; XRCC4; NHEJ1; RAD50; MRE11; FEN1	NA	NA
hsa03460	Fanconi anemia pathway - Homo sapiens (human)	Genetic Information Processing; Replication and repair	ATRIP; ATR; FANCM; FAAP24; CENPS; CENPS-CORT; CENPX; TELO2; HES1; FAAP100; FANCA; FANCB; FANCC; FANCE; FANCF; FANCG; FANCL; WDR48; USP1; UBE2T; FANCI; FANCD2; BRCA2; PALB2; RAD51C; RAD51; BRCA1; BRIP1; FAN1; MLH1; PMS2; REV1; REV3L; POLH; POLI; POLK; POLN; RMI1; RMI2; TOP3A; TOP3B; BLM; RPA1; RPA2; RPA3; RPA4; MUS81; EME1; EME2; ERCC4; ERCC1; SLX1A; SLX1B; SLX4	D12558; Emzadirib (USAN)	Mismatch repair; Homologous recombination
hsa03082	ATP-dependent chromatin remodeling - Homo sapiens (human)	Genetic Information Processing; Chromosome	SMARCA5; BAZ1A; BAZ1B; BAZ2A; BAZ2B; CHRAC1; POLE3; RSF1; SMARCA1; BPTF; RBBP4; RBBP7; C17orf49; CECR2; CHD3; CHD4; HDAC1; HDAC2; MBD2; MBD3; MTA2; MTA1; MTA3; GATAD2A; GATAD2B; PHF6; CDK2AP1; CDK2AP2; SMARCA2; SMARCA4; SMARCB1; SMARCC1; SMARCC2; SMARCD1; SMARCD2; SMARCD3; SMARCE1; ACTG1; ACTB; ACTL6A; ACTL6B; BCL7B; BCL7C; BCL7A; SS18L1; SS18; ARID1B; ARID1A; DPF1; DPF3; DPF2; ARID2; PBRM1; BRD7; PHF10; BRD9; BICRA; BICRAL; INO80; INO80B; INO80C; INO80D; INO80E; TFPT; NFRKB; MCRS1; UCHL5; RUVBL1; RUVBL2; ACTR5; ACTR8; YY1; YY2; SRCAP; DMAP1; YEATS4; VPS72; H2AX; H2AC20; H2AC12; H2AC1; H2AC25; H2AB3; H2AC8; H2AC4; MACROH2A2; MACROH2A1; H2AC19; H2AJ; H2AB1; H2AC17; H2AC18; H2AC11; H2AC21; H2AZ2; H2AC7; H2AZ1; H2AC15; H2AC6; H2AC13; H2AC14; H2AC16; H2AB2; H2AL3; ACTR6; ZNHIT1; EP400; TRRAP; MORF4L1; MORF4L2; MRGBP; BRD8; ING3; EPC1; EPC2; MEAF6; KAT5	NA	NA
hsa03083	Polycomb repressive complex - Homo sapiens (human)	Genetic Information Processing; Chromosome	EZH1; EZH2; EED; SUZ12; RBBP4; RBBP7; PHF1; MTF2; PHF19; EPOP; LCOR; AEBP2; JARID2; BAP1; ASXL1; ASXL2; ASXL3; OGT; HCFC1; YY1; YY2; MBD5; MBD6; FOXK2; FOXK1; RNF2; RING1; PCGF2; BMI1; COMMD3-BMI1; CBX2; CBX4; CBX6; CBX7; CBX8; PHC1; PHC2; PHC3; SCML1; SCML2; SCMH1; SFMBT2; SFMBT1; AURKB; UBE2D4; UBE2D1; UBE2D2; UBE2D3; USP45; USP16; RYBP; YAF2; PCGF1; KDM2B; KDM2A; BCOR; BCORL1; SKP1; USP7; PCGF3; PCGF5; CSNK2B; AUTS2; FBRS; FBRSL1; DCAF7; TEX10; CREBBP; EP300; PCGF6; E2F6; TFDP1; MAX; MGA; L3MBTL1; L3MBTL3; L3MBTL2; L3MBTL4; CBX3; WDR5; WDR5B; HDAC1; HDAC2	D12782; Pociredir (USAN/INN)	NA
hsa03250	Viral life cycle - HIV-1 - Homo sapiens (human)	Genetic Information Processing; Information processing in viruses	CCR5; CXCR4; CD4; MAP1A; MAP1B; MAP1S; FEZ1; BICD2; BICD1; TRIM5; APOBEC3H; APOBEC3F; APOBEC3A_B; APOBEC3D; APOBEC3A; APOBEC3C; APOBEC3G; APOBEC3B; SAMHD1; PSIP1; PIN1; SMARCB1; PPIA; CPSF6; CPSF7; TNPO3; MX1; MX2; RANBP2; NUP153; CREBBP; EP300; KAT2B; KAT2A; CDK9; CCNT1; CCNT2; AFF4; ELL2; ELL3; ELL; MLLT1; MLLT3; NELFA; NELFB; NELFCD; NELFE; SUPT4H1; SUPT5H; XPO1; RAN; FURIN; SERINC3; SERINC5; BST2; HGS; TSG101; CHMP6; CHMP4B; CHMP4A; PDCD6IP; VPS4B; VPS4A	D03210; Ancriviroc (USAN/INN); D06297; Vicriviroc maleate (USAN); D06557; Aplaviroc hydrochloride (USAN); D06670; Maraviroc (JAN/INN); D09575; Ibalizumab (USAN/INN); D09878; Cenicriviroc (USAN/INN); D10087; Alisporivir (USAN); D11399; Leronlimab (USAN/INN)	Nucleocytoplasmic transport; Endocytosis
hsa03260	Virion - Human immunodeficiency virus - Homo sapiens (human)	Genetic Information Processing; Information processing in viruses	CD4; CCR5; CXCR4; CLEC4M; CD209	NA	Viral life cycle - HIV-1; Human immunodeficiency virus 1 infection
hsa03271	Virion - Rotavirus - Homo sapiens (human)	Genetic Information Processing; Information processing in viruses	ITGA2; ITGB1	NA	NA
hsa03264	Virion - Flavivirus - Homo sapiens (human)	Genetic Information Processing; Information processing in viruses	TYRO3; CLEC4M; CD209; HAVCR1	NA	NA
hsa03265	Virion - Ebolavirus and Lyssavirus - Homo sapiens (human)	Genetic Information Processing; Information processing in viruses	NPC1; ASGR1; CHRNA1; NCAM1; NCAM2; NGFR	NA	NA
hsa03266	Virion - Herpesvirus - Homo sapiens (human)	Genetic Information Processing; Information processing in viruses	PILRA; PILRB; ITGA5; ITGB3; IDE; TNFRSF14; NECTIN1; NECTIN2; IGF2R	NA	Herpes simplex virus 1 infection
hsa03267	Virion - Adenovirus - Homo sapiens (human)	Genetic Information Processing; Information processing in viruses	CXADR; CD46; CD80; CD86	NA	NA
hsa02010	ABC transporters - Homo sapiens (human)	Environmental Information Processing; Membrane transport	DEFB1; ABCA1; ABCA2; ABCA3; ABCA4; ABCA7; ABCA12; ABCA13; ABCA5; ABCA6; ABCA8; ABCA9; ABCA10; TAP1; TAP2; ABCB8; ABCB9; ABCB10; ABCB1; ABCB4; ABCB5; ABCB6; ABCB7; ABCB11; ABCC1; ABCC2; ABCC3; ABCC4; ABCC5; ABCC6; ABCC10; ABCC11; ABCC12; CFTR; ABCC8; ABCC9; ABCD1; ABCD2; ABCD3; ABCD4; ABCG1; ABCG4; ABCG2; ABCG5; ABCG8	D00219; Acetohexamide (JP18/USP/INN); D00271; Chlorpropamide (JP18/USP/INN); D00335; Glipizide (USP/INN); D00336; Glyburide (USP); D00379; Tolazamide (JAN/USP/INN); D00380; Tolbutamide (JP18/USP/INN); D00418; Minoxidil (JAN/USP/INN); D00593; Glimepiride (JP18/USP/INN); D00594; Repaglinide (JAN/USP/INN); D01111; Nateglinide (JP18/USP/INN); D01356; Glymidine sodium (JAN/USAN/INN); D01599; Gliclazide (JP18/INN); D01799; Glyclopyramide (JAN/INN); D01810; Nicorandil (JP18/USAN/INN); D01854; Mitiglinide calcium hydrate (JP18); D02385; Levcromakalim (USAN/INN); D02425; Carbutamide (INN); D02427; Glibornuride (USAN/INN); D02430; Gliquidone (INN); D03128; Biricodar dicitrate (USAN); D03968; Elacridar hydrochloride (USAN); D04739; Linogliride (USAN/INN); D04740; Linogliride fumarate (USAN); D05114; Naminidil (USAN/INN); D05482; Pinacidil (USAN); D06008; Tariquidar (USAN/INN); D06084; Tesmilifene hydrochloride (USAN); D06177; Tolbutamide sodium, sterile; D06277; Valspodar (USAN/INN); D06387; Zosuquidar trihydrochloride (USAN); D07117; Metahexamide (INN); D07118; Glisoxepide (INN); D10134; Lumacaftor (USAN/INN); D10685; Lumacaftor and ivacaftor; D11041; Tezacaftor (USAN/INN); D11042; Tezacaftor and ivacaftor; D11402; Olacaftor (USAN/INN); D11423; Deutivacaftor (USAN/INN); D11507; Elexacaftor (USAN); D11535; Bamocaftor (USAN); D11536; Bamocaftor potassium (USAN); D11683; Posenacaftor (USAN); D11700; Elexacaftor, ivacaftor and tezacaftor; D11724; Galicaftor (USAN/INN); D11782; Encequidar (USAN/INN); D11783; Encequidar mesylate (USAN); D12140; Navocaftor (USAN/INN); D12150; Elivaldogene autotemcel (USAN/INN); D12454; Icenticaftor (USAN/INN); D12718; Vanzacaftor (USAN/INN); D12719; Vanzacaftor calcium (USAN)	NA
